dataID	context	indices_target_token	indices_target_sentence	lemma
575_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation; The old has passed away; behold, the new has come. Oh! Don't we love new things? This should be something to cheer you up. In Christ, there are no upgrades but new things.	57:106	0:228	The old has passed away; behold, the new has come
576_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. What if they had that new mind set and guarded their hearts and they were able to identify those certain men?	57:106	0:217	The old has passed away; behold, the new has come
577_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Have a great month 😊	57:106	0:128	The old has passed away; behold, the new has come
578_(2 Corinthians 5:17)	We know that our old self was crucified with Him in order that the body of sin might be brought to nothing, so that we would no longer be enslaved to sin. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come	212:261	0:261	The old has passed away; behold, the new has come
579_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. It's my personal experience I had it's true anyone in Christ he is a new creation a change has taken place in my life, the old has passed away; behold the new has come.	57:106	0:276	The old has passed away; behold, the new has come
580_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Christians are more than just forgiven. God has caused us to be born again as new creations!	57:106	0:200	The old has passed away; behold, the new has come
581_(2 Corinthians 5:17)	The power of the Holy Spirit. "Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come."	88:137	0:139	The old has passed away; behold, the new has come
582_(2 Corinthians 5:17)	"Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." In other words if your life looks the same as it did before you believed, you are not in Christ. There is no #OSAS.	58:107	0:225	The old has passed away; behold, the new has come
583_(2 Corinthians 5:17)	OUR DAILY BREAD | 📖 💗 🍞 Therefore, if anyone is in Christ, the new creation has come: The old has passed away; behold, the new has come!	86:135	0:136	The old has passed away; behold, the new has come
584_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. And all of this is a gift from God, who brought us back to himself through Christ. And God has given us this task of reconciling people to him.	57:106	0:251	The old has passed away; behold, the new has come
585_(2 Corinthians 5:17)	Need for Inner Change. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. ♥ SHARE WITH SOMEONE ♥ **READ GOD'S WORD DAILY**	80:129	0:179	The old has passed away; behold, the new has come
586_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Meditate on that scripture	57:106	0:134	The old has passed away; behold, the new has come
587_(2 Corinthians 5:17)	"IN CHRIST WE ARE MADE NEW" Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	85:134	0:135	The old has passed away; behold, the new has come
588_(2 Corinthians 5:17)	Fifteen of those previous years of my life. John 8:32... And ye shall know the truth, and the truth shall make you free.2 Corinthians 5:17... Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	199:248	0:249	The old has passed away; behold, the new has come
589_(2 Corinthians 5:17)	"Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." Every body was living in the old nature of Adam & EVE until Jesus came. His death & resurrection has abolished the nature of Adam.	58:107	0:240	The old has passed away; behold, the new has come
590_(2 Corinthians 5:17)	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. As we watch this girl take her spot boldly in Jesus' family, my heart leaps!! 💖	57:106	0:187	The old has passed away; behold, the new has come
591_(2 Corinthians 5:17)	The God that can make a man can REmake a man. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	103:152	0:153	The old has passed away; behold, the new has come
592_(2 Corinthians 5:17)	Insert Your Name In The Blanks Therefore _____, if f anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come!	96:145	0:146	The old has passed away; behold, the new has come
593_(2 Corinthians 5:17)	Enjoy this Thursday with the Lord; Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Blessings, 🙏 go	92:141	0:158	The old has passed away; behold, the new has come
594_(2 Corinthians 5:17)	All unrighteousness is sin, and there is sin not leading to death.2 Corinthians 5:17: 17 Therefore, if anyone is in Christ, he is a new creation; old things have passed away; behold, all things have become new.	146:209	0:210	The old has passed away; behold, the new has come
595_(2 Corinthians 5:17)	Gods creation is absolutely amazing - Metamorphosis; Egg, caterpillar 🐛, chrysalis, 🦋 !"Therefore, if anyone is in Christ, he is a new creation; The old has passed away; behold, the new has come." 	145:194	0:197	The old has passed away; behold, the new has come
596_(2 Corinthians 5:17)	Yeshua came to fulfill the law. We are no longer under law, but under grace. The Holy Spirit indwells every follower of Jesus and is our guide. "If anyone is in Christ, he is a new creation; The old has passed away; behold, the new has come!" God says, "I will give you a new heart and put a new spirit in you."	191:240	0:311	The old has passed away; behold, the new has come
597_(2 Corinthians 5:17)	"Therefore, if anyone is in Christ, the new creation has come: The old has passed away; behold, the new has come!" Let's embrace new beginnings and new opportunities to make a positive impact in the world. 	63:112	0:206	The old has passed away; behold, the new has come
